,Close
2018-01-02,16.0
2018-01-03,16.24119310396121
2018-01-04,16.12999127409218
2018-01-05,16.363002996622917
2018-01-08,16.484106110799452
2018-01-09,14.960868162215478
2018-01-10,14.414773680579659
2018-01-11,14.02544701060342
2018-01-12,13.021264337606565
2018-01-15,12.83634317323911
2018-01-16,12.624872803423207
2018-01-17,12.673530716490536
2018-01-18,13.04594596280711
2018-01-19,12.338066067370585
2018-01-22,11.571297340798424
2018-01-23,11.500174559712715
2018-01-24,11.869202744914222
2018-01-25,11.516690837021338
2018-01-26,11.994468382541625
2018-01-29,12.766143304162394
2018-01-30,13.09465185936408
2018-01-31,12.990475916469212
2018-02-01,12.156747936413375
2018-02-02,11.04326898976255
2018-02-05,10.465092594029684
2018-02-06,11.262244855439667
2018-02-07,10.995604451113751
2018-02-08,10.262731933470361
2018-02-09,11.098285552586239
2018-02-12,11.54653355075232
2018-02-13,10.531304665387978
2018-02-14,11.886590579853557
2018-02-15,12.298190980320932
2018-02-16,10.540491075043802
2018-02-19,10.695354662677232
2018-02-20,10.55207264424241
2018-02-21,11.31933824732053
2018-02-22,12.195776883578224
2018-02-23,12.33490925847603
2018-02-26,12.563047167869058
2018-02-27,14.3352974212959
2018-02-28,14.876994701434995
2018-03-01,16.411635911033013
2018-03-02,16.08817779618618
2018-03-05,15.927674655122061
2018-03-06,15.426442482965774
2018-03-07,15.125793668251154
2018-03-08,15.921514925349618
2018-03-09,17.195663799585745
2018-03-12,17.000354028570055
2018-03-13,17.524634719258085
2018-03-14,17.635002064376184
2018-03-15,17.178443797376566
2018-03-16,16.453731177652834
2018-03-19,18.035486083913902
2018-03-20,18.563524242249194
2018-03-21,18.154843928766443
2018-03-22,18.257483978136207
2018-03-23,17.54439089638519
2018-03-26,15.957064886585407
2018-03-27,17.24051125837167
2018-03-28,17.19526338131271
2018-03-29,18.535748168886133
2018-03-30,17.20945190138553
2018-04-02,18.142791211624328
2018-04-03,17.4464526182186
2018-04-04,15.91009123195445
2018-04-05,16.62721212975373
2018-04-06,16.70617019102723
2018-04-09,17.924158558988857
2018-04-10,18.947670469861674
2018-04-11,19.46192692898573
2018-04-12,19.24244753076373
2018-04-13,17.7612047030759
2018-04-16,17.598564940654924
2018-04-17,18.490626600670055
2018-04-18,19.598198610168925
2018-04-19,19.52919621175561
2018-04-20,19.800903866573798
2018-04-23,19.529945302385592
2018-04-24,20.256562969840385
2018-04-25,20.117401405773087
2018-04-26,19.84102796052321
2018-04-27,19.375917662084053
2018-04-30,19.263168563595897
2018-05-01,19.218401128652083
2018-05-02,19.357916182469154
2018-05-03,19.511264258225264
2018-05-04,18.823339718583043
2018-05-07,17.707038960861244
2018-05-08,17.75850326805011
2018-05-09,17.303501776092315
2018-05-10,16.20278627347343
2018-05-11,17.09581643885816
2018-05-14,18.079860112206664
2018-05-15,17.668236030398294
2018-05-16,18.067129143198805
2018-05-17,18.17994621274973
2018-05-18,18.36089684546725
2018-05-21,18.327870160151328
2018-05-22,17.71862362721549
2018-05-23,19.24739452765867
2018-05-24,18.806921738661373
2018-05-25,17.580891597221374
2018-05-28,17.397539912125755
2018-05-29,17.831870612284966
2018-05-30,17.79216736960851
2018-05-31,17.7075991235216
2018-06-01,18.166018997789738
2018-06-04,17.131383477510802
2018-06-05,18.7957040871302
2018-06-06,18.61028394023967
2018-06-07,19.234308081945965
2018-06-08,19.983642295980673
2018-06-11,20.027932353736706
2018-06-12,18.467599452778046
2018-06-13,18.672570998119163
2018-06-14,18.303686308134893
2018-06-15,19.61888350975211
2018-06-18,19.467226119441136
2018-06-19,20.489229322214907
2018-06-20,19.580385063330635
2018-06-21,18.555964851060516
2018-06-22,19.033212357904343
2018-06-25,20.445073692082904
2018-06-26,21.116482375701008
2018-06-27,20.249204787250115
2018-06-28,19.3814787921487
2018-06-29,21.08796098943535
2018-07-02,20.443088751630786
2018-07-03,20.65839230547838
2018-07-04,19.870983185500773
2018-07-05,20.26228942347773
2018-07-06,20.188744395351378
2018-07-09,19.319752612013016
2018-07-10,18.252097585005732
2018-07-11,18.652832294246423
2018-07-12,18.64259470774708
2018-07-13,18.446454705519958
2018-07-16,18.215430660989817
2018-07-17,19.021006958192885
2018-07-18,18.463573324895506
2018-07-19,19.522339701098527
2018-07-20,20.458903438433914
2018-07-23,19.674572784031444
2018-07-24,18.749996388139987
2018-07-25,19.060455481366255
2018-07-26,18.440775498934855
2018-07-27,18.052483954586485
2018-07-30,17.58049336042872
2018-07-31,16.617704302722043
2018-08-01,17.32483424189364
2018-08-02,18.208421590122125
2018-08-03,19.237878631457892
2018-08-06,20.05206673263376
2018-08-07,20.495636644644662
2018-08-08,21.00017613478692
2018-08-09,20.041442119613468
2018-08-10,20.04186945471937
2018-08-13,19.6649913993449
2018-08-14,18.604568543152485
2018-08-15,17.95832608739014
2018-08-16,16.78197361725072
2018-08-17,17.307242784249812
2018-08-20,16.701178416790775
2018-08-21,16.762870868209532
2018-08-22,16.3615942408669
2018-08-23,15.960076486944368
2018-08-24,15.84957017589144
2018-08-27,15.726756593334816
2018-08-28,15.25301017484397
2018-08-29,14.807280165508649
2018-08-30,17.06653185770243
2018-08-31,17.445168356088665
2018-09-03,15.508164248426278
2018-09-04,15.93331577115885
2018-09-05,15.440458711840563
2018-09-06,14.275628994806947
2018-09-07,13.911017808781137
2018-09-10,13.258433364326242
2018-09-11,13.551196461276266
2018-09-12,13.865558744839188
2018-09-13,13.765483044542345
2018-09-14,14.443019998787626
2018-09-17,14.478675611212555
2018-09-18,13.722440387468277
2018-09-19,14.454973380279739
2018-09-20,14.918012149083223
2018-09-21,15.329123326873711
2018-09-24,16.350522988527583
2018-09-25,16.92932909923606
2018-09-26,17.330887003397613
2018-09-27,17.56849856156403
2018-09-28,17.339182582158973
2018-10-01,19.079777243432922
2018-10-02,18.765387444246752
2018-10-03,19.01610665776737
2018-10-04,18.160303069335278
2018-10-05,16.63096478619792
2018-10-08,15.855918894920526
2018-10-09,17.473920263646086
2018-10-10,16.75706888683382
2018-10-11,16.880187103011107
2018-10-12,16.356175170542585
2018-10-15,16.588096319036833
2018-10-16,16.18004326756705
2018-10-17,15.445144798682401
2018-10-18,14.85907662119638
2018-10-19,15.02827416812962
2018-10-22,15.531379034676435
2018-10-23,16.072099955086134
2018-10-24,16.855736996906966
2018-10-25,17.77466996419194
2018-10-26,16.753348064387673
2018-10-29,17.24494957914045
2018-10-30,17.46835861640328
2018-10-31,17.022483635320572
2018-11-01,16.02965347107312
2018-11-02,15.378481123462413
2018-11-05,15.5095271824617
2018-11-06,16.072354926206536
2018-11-07,15.889126675845603
2018-11-08,16.775278825214265
2018-11-09,17.171045807843086
2018-11-12,17.21281347059918
2018-11-13,16.13264711106602
2018-11-14,14.640317956977702
2018-11-15,15.15939609331423
2018-11-16,14.663115309736513
2018-11-19,14.750580088642113
2018-11-20,14.12802663696981
2018-11-21,13.857999196827404
2018-11-22,14.104744046983035
2018-11-23,14.198860955749325
2018-11-26,13.891011930367826
2018-11-27,14.269278115054028
2018-11-28,14.408888653075651
2018-11-29,15.227374067517587
2018-11-30,16.416775990944796
2018-12-03,16.256124045831157
2018-12-04,15.919866503649924
2018-12-05,16.55930998023335
2018-12-06,16.145619168902833
2018-12-07,16.574226910754327
2018-12-10,16.06589793915829
2018-12-11,17.095644908401002
2018-12-12,17.35525633661901
2018-12-13,16.99810897636286
2018-12-14,16.037539198991904
2018-12-17,17.09611505157432
2018-12-18,15.988540905283987
2018-12-19,17.23338330680891
2018-12-20,17.363843219911875
2018-12-21,17.33786966642369
2018-12-24,16.23727972098375
2018-12-25,15.392718708654758
2018-12-26,14.771036707844885
2018-12-27,14.792773041708626
2018-12-28,14.525864530274404
2018-12-31,14.74168378463851
2019-01-01,13.356735950207215
2019-01-02,14.493027178678243
2019-01-03,15.01033640769549
2019-01-04,14.582286752990873
2019-01-07,13.808561562241492
2019-01-08,13.454863400210876
2019-01-09,13.172353516857969
2019-01-10,12.8195664856667
2019-01-11,13.410983604732758
2019-01-14,14.293476794333564
2019-01-15,14.001180719299093
2019-01-16,13.392786334753808
2019-01-17,13.04566955364505
2019-01-18,11.933811412388117
