,Close
2018-01-02,1292.960640388849
2018-01-03,1293.9652271461139
2018-01-04,1274.84372761243
2018-01-05,1248.7398039228856
2018-01-08,1258.3696546660176
2018-01-09,1254.3835582614427
2018-01-10,1251.6860814639404
2018-01-11,1261.3341723432152
2018-01-12,1277.5486456579633
2018-01-15,1283.9657272737384
2018-01-16,1306.7016898465902
2018-01-17,1312.889417382879
2018-01-18,1316.7285532488415
2018-01-19,1319.8443210049459
2018-01-22,1304.9233859293486
2018-01-23,1316.4626362166034
2018-01-24,1288.0624650576808
2018-01-25,1281.54047256753
2018-01-26,1282.0613620433483
2018-01-29,1273.235579211556
2018-01-30,1268.3230025435535
2018-01-31,1289.7519815688436
2018-02-01,1302.8916657458467
2018-02-02,1295.133402531549
2018-02-05,1289.9295503946241
2018-02-06,1275.4442754493273
2018-02-07,1283.8193642491638
2018-02-08,1281.1932000690622
2018-02-09,1258.9696307282854
2018-02-12,1260.3641477459441
2018-02-13,1265.6065523798634
2018-02-14,1276.8802064402996
2018-02-15,1276.2927301010664
2018-02-16,1272.2735927777742
2018-02-19,1295.4808158026233
2018-02-20,1295.816745662969
2018-02-21,1304.4966329208992
2018-02-22,1298.4372002856264
2018-02-23,1306.7858523914886
2018-02-26,1290.0357273469244
2018-02-27,1284.939076187993
2018-02-28,1271.2959808773344
2018-03-01,1264.645793262654
2018-03-02,1279.2146155436697
2018-03-05,1272.4388012974237
2018-03-06,1280.947040990648
2018-03-07,1298.8185801478344
2018-03-08,1298.755984026625
2018-03-09,1310.6861449919224
2018-03-12,1317.2293435874049
2018-03-13,1318.8741828415143
2018-03-14,1328.0760569264785
2018-03-15,1350.5214322750762
2018-03-16,1343.066381097595
2018-03-19,1331.788180324311
2018-03-20,1319.907033275309
2018-03-21,1332.039406991141
2018-03-22,1345.9168653893098
2018-03-23,1339.6952097988208
2018-03-26,1314.4495840872153
2018-03-27,1306.752693870192
2018-03-28,1313.474462615731
2018-03-29,1312.9485105872723
2018-03-30,1315.3443693558527
2018-04-02,1309.4253926462975
2018-04-03,1321.6952746126105
2018-04-04,1326.0491238964898
2018-04-05,1333.3333820747414
2018-04-06,1335.51061270937
2018-04-09,1342.0965940309284
2018-04-10,1347.916623832893
2018-04-11,1336.9721760469317
2018-04-12,1341.7370158830736
2018-04-13,1351.5993954509152
2018-04-16,1365.9974600906892
2018-04-17,1371.396914677197
